Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1579388400.0 250208.17 NA 478 805 0 NA NA 822 963 0 NA NA 21934 5627 1765 NA NA 11072 3784 2061 NA
1579388400.0 250399.0 238 NA NA NA NA 419 NA NA NA NA 1074 NA NA NA NA 956 NA NA NA NA
1579388400.0 250399.17 303 NA NA NA NA 446 NA NA NA NA 1280 NA NA NA NA 1077 NA NA NA NA
1579388400.0 250400.0 361 0 140 NA NA 526 0 217 NA NA 1357 234 641 NA NA 1502 342 826 NA NA
1579388400.0 250400.17 416 0 147 NA NA 587 0 220 NA NA 1517 267 626 NA NA 2347 361 673 NA NA
1579388400.0 250402.0 365 0 147 NA NA 535 0 221 NA NA 1429 236 638 NA NA 1422 332 654 NA NA
1579388400.0 250402.17 416 0 141 NA NA 576 0 222 NA NA 1516 272 644 NA NA 1568 420 677 NA NA
1579388400.0 250402.171 308 417 0 NA NA 447 564 0 NA NA 1319 1759 270 NA NA 1488 1463 362 NA NA
1579388400.0 250403.0 364 0 141 NA NA 530 0 214 NA NA 1253 235 628 NA NA 1278 350 793 NA NA
1579388400.0 250403.17 414 0 142 NA NA 577 0 218 NA NA 1537 264 649 NA NA 1634 354 687 NA NA
1579388400.0 250405.0 364 0 141 NA NA 530 0 217 NA NA 1279 238 627 NA NA 1404 409 777 NA NA
1579388400.0 250405.17 415 0 146 NA NA 564 0 220 NA NA 1323 244 635 NA NA 1209 292 711 NA NA
1579388400.0 250406.0 299 0 134 NA NA 535 0 210 NA NA 915 230 565 NA NA 1166 334 646 NA NA
1579388400.0 250406.17 369 0 135 NA NA 585 0 213 NA NA 1079 260 590 NA NA 1450 368 980 NA NA
1579388400.0 250407.17 363 0 141 NA NA 565 0 219 NA NA 1210 236 618 NA NA 1028 331 709 NA NA
1579388400.0 250408.0 367 0 145 NA NA 536 0 217 NA NA 1265 216 606 NA NA 1150 263 635 NA NA
1579388400.0 250408.17 416 0 143 NA NA 570 0 219 NA NA 1477 269 665 NA NA 1595 375 776 NA NA
1579388400.0 250409.0 376 0 147 NA NA 531 0 223 NA NA 1694 246 714 NA NA 1655 387 686 NA NA
1579388400.0 250409.17 424 0 153 NA NA 581 0 223 NA NA 1733 252 720 NA NA 1670 296 725 NA NA
1579388400.0 25200.0 NA 256 779 0 NA NA 410 998 0 NA NA 2263 3313 577 NA NA 1312 2502 619 NA
1579388400.0 25202.0 NA 255 795 0 NA NA 415 1011 0 NA NA 2475 3609 615 NA NA 1270 2484 689 NA
1579388400.0 25203.0 NA 245 801 0 NA NA 392 1005 0 NA NA 2205 3492 587 NA NA 1507 3005 625 NA
1579388400.0 25204.0 NA 257 820 0 NA NA 435 999 0 NA NA 2338 3629 590 NA NA 1337 2627 626 NA
1579388400.0 25205.0 NA 250 808 0 NA NA 405 998 0 NA NA 2175 3416 579 NA NA 1219 3009 626 NA
1579388400.0 25206.0 NA 254 776 0 NA NA 419 985 0 NA NA 2272 3449 589 NA NA 1669 2571 628 NA
1579388400.0 25207.0 NA 243 816 0 NA NA 401 989 0 NA NA 2414 3075 597 NA NA 1264 2507 714 NA
1579388400.0 25208.0 NA 256 813 0 NA NA 428 1015 0 NA NA 2691 4551 590 NA NA 1534 2914 635 NA
1579388400.0 25209.0 NA 243 801 0 NA NA 395 1005 0 NA NA 2454 3706 585 NA NA 1266 2487 627 NA
